user,channel,message,timestamp
lilsmokeytv,healthygamer_gg ,YEP,2021-07-16 15:02:42
cskov,healthygamer_gg ,Sadge,2021-07-16 15:02:42
kry_before_sleep,healthygamer_gg ,YEP,2021-07-16 15:02:43
loosesanity_90,healthygamer_gg ,YEP,2021-07-16 15:02:44
kingkrishlive,healthygamer_gg ,YEP,2021-07-16 15:02:45
tommguy,healthygamer_gg ,being human Sadge,2021-07-16 15:02:45
lmdoubleg,healthygamer_gg ,Sadge i'm normal,2021-07-16 15:02:46
modxta23,healthygamer_gg ,dont do that monkaW,2021-07-16 15:02:47
the_sweatiest_gamer,healthygamer_gg ,YEP,2021-07-16 15:02:47
pogchamp_is_whack30303030,healthygamer_gg ,UBER DANGER,2021-07-16 15:02:48
bootyspoon,healthygamer_gg ,FeelsOkayMan,2021-07-16 15:02:48
rifftraxsupporter,healthygamer_gg ,Lmao YEP,2021-07-16 15:02:48
thenitro7,healthygamer_gg ,YEP normal,2021-07-16 15:02:48
seductive_nerd,healthygamer_gg ,PepoG indeed,2021-07-16 15:02:49
shoonkey,healthygamer_gg ,YEP sheesh,2021-07-16 15:02:49
machomeatball,healthygamer_gg ,I do it everyday,2021-07-16 15:02:50
00meow_lw,healthygamer_gg ,how to i get that normal experience?,2021-07-16 15:02:50
sznacker,healthygamer_gg ,YEP,2021-07-16 15:02:50
klitkommanda,healthygamer_gg ,"phew, was worried he was gonna call that normal too monkaS",2021-07-16 15:02:50
kwesiquest,healthygamer_gg ,YEP donowall,2021-07-16 15:02:51
kramzereturns,healthygamer_gg ,monkaW,2021-07-16 15:02:54
buttfarm_poker_,healthygamer_gg ,being suicidal is normal FeelsGoodMan,2021-07-16 15:02:57
jaytea111,healthygamer_gg ,u might do a halfy,2021-07-16 15:02:57
pogchamp_is_whack30303030,healthygamer_gg ,dont go to a place with 100 walls monkaW,2021-07-16 15:02:58
creatorstar,healthygamer_gg ,Found it! ***,2021-07-16 15:03:03
ghostility,healthygamer_gg ,Pog 1% legendary,2021-07-16 15:03:03
howdypie,healthygamer_gg ,YEP suicide lootbox,2021-07-16 15:03:04
klanker47,healthygamer_gg ,surprise mechanic YEP,2021-07-16 15:03:06
bootyspoon,healthygamer_gg ,@Buttfarm_poker_ heavy,2021-07-16 15:03:09
jackjoejacket,healthygamer_gg ,Yah bc he could grow so much from therapy..,2021-07-16 15:03:10
lmdoubleg,healthygamer_gg ,I just want to be monke again Sadge,2021-07-16 15:03:11
modxta23,healthygamer_gg ,what if he called monkaW,2021-07-16 15:03:17
rebel17tv,healthygamer_gg ,we love you don <3,2021-07-16 15:03:21
shubhankarsin,healthygamer_gg ,that stream link anyone?,2021-07-16 15:03:21
aabbytries,healthygamer_gg ,"yeah for sure, the candor this man has is astounding, way to go man",2021-07-16 15:03:22
captainazou,healthygamer_gg :but we didn't talk about motivation and activities ,(,2021-07-16 15:03:25
pogchamp_is_whack30303030,healthygamer_gg ,i love this guy,2021-07-16 15:03:26
buttfarm_poker_,healthygamer_gg ,@bootyspoon the everyday struggle YEP,2021-07-16 15:03:30
yogifromkekistan,healthygamer_gg ,it's normal to feel how hard and sharp the metallic signs are when you drive by,2021-07-16 15:03:31
yuniti,healthygamer_gg ,how old is he chat?,2021-07-16 15:03:32
hooyahah,healthygamer_gg ,sumscar,2021-07-16 15:03:35
floorkiler,healthygamer_gg ,@LMdoubleG you can always be a half monke,2021-07-16 15:03:37
littlepizzacr,healthygamer_gg ,!guide,2021-07-16 15:03:37
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 15:03:37
pogchamp_is_whack30303030,healthygamer_gg ,idk maybe 24?,2021-07-16 15:03:38
creepyweeper,healthygamer_gg ,yea there's a lot of pain here,2021-07-16 15:03:40
konkydawng,healthygamer_gg ,"i opened the loot box a couple times  didn't ever win , got  scars from it once though, was a bad decision",2021-07-16 15:03:45
kwesiquest,healthygamer_gg ,monkaW samskar,2021-07-16 15:03:46
yhnu4,healthygamer_gg ,I think 22,2021-07-16 15:03:46
bootyspoon,healthygamer_gg ,@Buttfarm_poker_ Lets get this bread,2021-07-16 15:03:47
nileaurion,healthygamer_gg ,"I just got here, can someone recap?",2021-07-16 15:03:48
scogdor,healthygamer_gg ,!uptime,2021-07-16 15:03:51
streamelements,healthygamer_gg ,"@scogdor, healthygamer_gg has been streaming for  2 hours 2 mins",2021-07-16 15:03:51
avalarz,healthygamer_gg ,21 or 22,2021-07-16 15:03:53
modxta23,healthygamer_gg ,@Yuniti 34,2021-07-16 15:03:54
jorj42069,healthygamer_gg ,where can I find the suicide stream?,2021-07-16 15:03:57
mightyempa,healthygamer_gg ,@NileAurion watch the vod,2021-07-16 15:04:01
lmdoubleg,healthygamer_gg ,@LMdoubleG not full monke? that's sad Sadge,2021-07-16 15:04:02
ch0c0furi0us,healthygamer_gg ,in his early 20s he didnt say,2021-07-16 15:04:03
jkspice420,healthygamer_gg ,34 yeah,2021-07-16 15:04:06
yuniti,healthygamer_gg ,@jorj42069 almost got me,2021-07-16 15:04:06
yhnu4,healthygamer_gg ,He said he is middle college,2021-07-16 15:04:07
kingkrishlive,healthygamer_gg ,"@HealthyGamer_GG Will ""Education on Suicide"" stream be on YouTube?",2021-07-16 15:04:08
bootyspoon,healthygamer_gg ,I wanna play DnD with this guy,2021-07-16 15:04:10
creatorstar,healthygamer_gg :Here's the link for the suicide stream, ***,2021-07-16 15:04:14
jackjoejacket,healthygamer_gg ,Yah that darkness… triggered by rejection or something,2021-07-16 15:04:18
buttfarm_poker_,healthygamer_gg ,@bootyspoon botezCashApp botezCashApp riu100,2021-07-16 15:04:19
kwesiquest,healthygamer_gg ,@Yuniti college early 20s,2021-07-16 15:04:21
creepyweeper,healthygamer_gg ,"""feeling acutely unloved"" damn that cuts deep",2021-07-16 15:04:21
onionkitten,healthygamer_gg ,he said he was 10 in 2006 i think? so he'd be like 25?,2021-07-16 15:04:24
8bit_amethyst,healthygamer_gg ,True,2021-07-16 15:04:28
spirosst,healthygamer_gg ,"@KonkyDawng im glad you didnt win bro, I hope y ou never feel that you need to open a lootbox again <3",2021-07-16 15:04:32
rifftraxsupporter,healthygamer_gg ,@jorj42069 Are you feeling suicidal?,2021-07-16 15:04:32
krispkrackers,healthygamer_gg ,true,2021-07-16 15:04:32
jaytea111,healthygamer_gg ,"work work work work work, Rihanna i think",2021-07-16 15:04:33
bootyspoon,healthygamer_gg ,@Buttfarm_poker_ YEP,2021-07-16 15:04:38
modxta23,healthygamer_gg ,YEP GUIDE ME MASTER,2021-07-16 15:04:54
konkydawng,healthygamer_gg ,@spirosst awww thanks I  hope i don't  ever get the urge  to  try it again also,2021-07-16 15:04:55
jorj42069,healthygamer_gg ,@RiffTraxSupporter I just wanna learn more about it,2021-07-16 15:04:56
radare3,healthygamer_gg ,tutorial pls,2021-07-16 15:04:57
error_40420,healthygamer_gg ,NODDERS Advice,2021-07-16 15:04:57
fogwarrior,healthygamer_gg ,lets go,2021-07-16 15:04:59
kingkrishlive,healthygamer_gg ,"@jorj42069 ""Education on Suicide"" recently on his VODs",2021-07-16 15:05:05
mahiel3,healthygamer_gg ,show me senpai AYAYAA,2021-07-16 15:05:06
lmdoubleg,healthygamer_gg ,i want a advice YEP,2021-07-16 15:05:07
jdrflip,healthygamer_gg ,Sadge .,2021-07-16 15:05:10
shubhankarsin,healthygamer_gg ,link for the stream on suicide ***,2021-07-16 15:05:12
brunix126,healthygamer_gg ,"@jorj42069 ""On Grief, Loss, & Suicide | Dr. K explains"" - Jul 4, 2020 on YT",2021-07-16 15:05:13
tmi,NA,tmi.twitch.tv,2021-07-16 15:05:15
jaytea111,healthygamer_gg ,tangled,2021-07-16 15:05:16
klitkommanda,healthygamer_gg ,"he'd love therapy, highly recommend <3",2021-07-16 15:05:22
rifftraxsupporter,healthygamer_gg ,"@jorj42069 Ahh, do you enjoy learning about psychology?",2021-07-16 15:05:23
jorj42069,healthygamer_gg ,@KingKrishLIVE thank you my man,2021-07-16 15:05:26
bootyspoon,healthygamer_gg ,Sadge,2021-07-16 15:05:27
jackjoejacket,healthygamer_gg ,Yah that dependency could be bad… but he’s smart,2021-07-16 15:05:27
swift_ly,healthygamer_gg ,sweet bass,2021-07-16 15:05:30
chebrawski,healthygamer_gg ,There is nothing wrong with copy paste another persons message. in fact I think it’s good and underrated. You see I have a very unusual disorder. I was born with one finger on each hand and I can’t write on the keyboard fast. Copy paste makes my life easier. ps. please don’t copy paste my story,2021-07-16 15:05:30
icyryno,healthygamer_gg ,seeing a therapist regularly helped me,2021-07-16 15:05:30
chaosremains,healthygamer_gg ,@Brunix126 thanks for that,2021-07-16 15:05:31
jaytea111,healthygamer_gg ,the movie! wow im realizing im not crazy,2021-07-16 15:05:32
littlejackfrost,healthygamer_gg ,"@jorj42069 nah, there was a recent one like last week",2021-07-16 15:05:40
brunix126,healthygamer_gg ,<3,2021-07-16 15:05:44
zenith_,healthygamer_gg ,5Head,2021-07-16 15:05:45
hubeyeye,healthygamer_gg ,YEP PROBING,2021-07-16 15:05:49
pogchamp_is_whack30303030,healthygamer_gg ,<3,2021-07-16 15:05:51
streamelements,healthygamer_gg ,If you are enjoying the stream and want to support us consider subbing or donating (link below) to the channel and spreading the word!,2021-07-16 15:05:53
spiritsmaker,healthygamer_gg :I want advice.... ,(,2021-07-16 15:05:57
lmdoubleg,healthygamer_gg ,5Head,2021-07-16 15:05:57
rifftraxsupporter,healthygamer_gg ,<3,2021-07-16 15:05:58
hydraxia,healthygamer_gg ,<3,2021-07-16 15:06:02
jackjoejacket,healthygamer_gg ,Yah like a paradigm shift,2021-07-16 15:06:05
kwesiquest,healthygamer_gg ,life coaches Jebaited,2021-07-16 15:06:06
konkydawng,healthygamer_gg ,<3,2021-07-16 15:06:07
lmdoubleg,healthygamer_gg ,advice pls AOOOE,2021-07-16 15:06:08
modxta23,healthygamer_gg ,Pog there is hope,2021-07-16 15:06:08
littlebug_2678,healthygamer_gg ,@Spiritsmaker what type of advice?,2021-07-16 15:06:12
yaxoi,healthygamer_gg ,<3,2021-07-16 15:06:15
booboob,healthygamer_gg ,this dude is so poetic man,2021-07-16 15:06:17
kingkrishlive,healthygamer_gg ,Just talk to Dr.K 4Head,2021-07-16 15:06:17
orzgorth,healthygamer_gg ,He is finding his ultra instinct,2021-07-16 15:06:21
pogchamp_is_whack30303030,healthygamer_gg ,5Head odaBicepL oda5Head PROBE,2021-07-16 15:06:22
maazegm,healthygamer_gg ,<3,2021-07-16 15:06:27
rifftraxsupporter,healthygamer_gg ,Exactly,2021-07-16 15:06:27
konkerinjo,healthygamer_gg ,what type of therapy would you recommend?,2021-07-16 15:06:31
spiritsmaker,healthygamer_gg ,@littlebug_2678 about this exact topic,2021-07-16 15:06:35
littlepizzacr,healthygamer_gg ,"I wonder how many of us feel ""broken""",2021-07-16 15:06:37
modxta23,healthygamer_gg ,PepoG who is gonna fix me?,2021-07-16 15:06:39
autumn_bird_,healthygamer_gg ,not psychiatry though Kappa,2021-07-16 15:06:43
pogchamp_is_whack30303030,healthygamer_gg ,more than you realise,2021-07-16 15:06:44
rifftraxsupporter,healthygamer_gg ,A psychiatrist will HELP you fix you,2021-07-16 15:06:46
chibichimken,healthygamer_gg ,if you're not helpless then be helped,2021-07-16 15:06:48
jaytea111,healthygamer_gg ,i feel like he might be a silent objector,2021-07-16 15:06:49
smorc11,healthygamer_gg ,<3,2021-07-16 15:06:50
muffinman_720,healthygamer_gg ,<3,2021-07-16 15:06:52
bootyspoon,healthygamer_gg ,is self hate a good term?,2021-07-16 15:06:53
superdarkvoiid,healthygamer_gg ,<3,2021-07-16 15:07:02
kry_before_sleep,healthygamer_gg ,<3,2021-07-16 15:07:03
00meow_lw,healthygamer_gg ,he is good with words,2021-07-16 15:07:05
tray_56,healthygamer_gg ,<3,2021-07-16 15:07:05
fahd_khan,healthygamer_gg ,StinkyCheese ?,2021-07-16 15:07:06
akaleh___,healthygamer_gg ,<3,2021-07-16 15:07:07
wizz4e,healthygamer_gg ,VoteYea,2021-07-16 15:07:07
creepyweeper,healthygamer_gg ,"as long as you don't feel like you HAVE to do things all by yourself, asking for help is honorable",2021-07-16 15:07:07
zenith_,healthygamer_gg ,<3,2021-07-16 15:07:07
kramzereturns,healthygamer_gg ,Morale bonus Pog,2021-07-16 15:07:08
pogchamp_is_whack30303030,healthygamer_gg ,Talking therapy really does work,2021-07-16 15:07:08
thepiter333,healthygamer_gg ,<3,2021-07-16 15:07:09
flyingsausage,healthygamer_gg ,<3,2021-07-16 15:07:09
fireballtheferret,healthygamer_gg ,<3,2021-07-16 15:07:11
garfield_iv,healthygamer_gg ,he speaks well,2021-07-16 15:07:12
justpressingbuttons_,healthygamer_gg ,<3 FeelsStrongMan,2021-07-16 15:07:13
dattyoh,healthygamer_gg ,<3,2021-07-16 15:07:13
wizardspell_,healthygamer_gg ,<3,2021-07-16 15:07:13
kevasters,healthygamer_gg ,<3,2021-07-16 15:07:14
kwesiquest,healthygamer_gg ,StinkyCheese,2021-07-16 15:07:15
kappaspammer9000,healthygamer_gg ,<3,2021-07-16 15:07:15
massivelegendd,healthygamer_gg ,drhgHeart,2021-07-16 15:07:15
enoknoks,healthygamer_gg ,This man gonna become the omega chad when things sort out,2021-07-16 15:07:16
kysono,healthygamer_gg ,<3,2021-07-16 15:07:16
bootyspoon,healthygamer_gg ,@00meow_lw V. good,2021-07-16 15:07:16
cuspeli,healthygamer_gg ,"PepoG only I can fix me, but Therpaists/Coaches can give buffs to help",2021-07-16 15:07:16
chaosremains,healthygamer_gg ,<3,2021-07-16 15:07:16
thecupcakehero,healthygamer_gg ,<3,2021-07-16 15:07:17
spiritsmaker,healthygamer_gg ,<3,2021-07-16 15:07:18
socrateasetv,healthygamer_gg ,@jaytea111 What's that?,2021-07-16 15:07:18
klitkommanda,healthygamer_gg ,He would seriously benefit from going to therapy <3,2021-07-16 15:07:18
twintadpole,healthygamer_gg ,!uptime,2021-07-16 15:07:19
streamelements,healthygamer_gg ,"@TwinTadpole, healthygamer_gg has been streaming for  2 hours 6 mins",2021-07-16 15:07:19
littlejackfrost,healthygamer_gg ,<3,2021-07-16 15:07:20
pogchamp_is_whack30303030,healthygamer_gg ,he's quite an articulate young man,2021-07-16 15:07:21
meowdelion,healthygamer_gg ,<3,2021-07-16 15:07:21
littlebug_2678,"healthygamer_gg :@Spiritsmaker well fudge, I recommend reaching out to a proffessional like Dr. K recommends. ",),2021-07-16 15:07:24
goqu_888,healthygamer_gg ,i want to be a car. Just slap some new parts on me and im good to go OOOO,2021-07-16 15:07:29
isunless,healthygamer_gg :we do ,),2021-07-16 15:07:32
kyza_draws,healthygamer_gg ,WE KNOW,2021-07-16 15:07:32
fahd_khan,healthygamer_gg ,YEP,2021-07-16 15:07:33
jackjoejacket,healthygamer_gg ,Yah it would be great if this could have a part 2,2021-07-16 15:07:33
n3ptun,healthygamer_gg ,we do PepeLaugh,2021-07-16 15:07:33
lmdoubleg,healthygamer_gg ,i know 5HEad,2021-07-16 15:07:35
tommguy,healthygamer_gg ,TRUE,2021-07-16 15:07:35
jorj42069,healthygamer_gg ,@RiffTraxSupporter yeah kinda...I want to learn about humans in general and about myself and yeah I had depression and still kinda have but its not suicidal,2021-07-16 15:07:35
buttfarm_poker_,healthygamer_gg ,POGGERS 5Head CHAT,2021-07-16 15:07:35
cuspeli,healthygamer_gg :,),2021-07-16 15:07:36
mahiel3,healthygamer_gg ,EZ,2021-07-16 15:07:37
sablehawk_xiii,healthygamer_gg ,So I've tried psychiatrists and it never looks like this. How do I find a psychiatrist who I can have these kinds of conversations with?,2021-07-16 15:07:39
klitkommanda,healthygamer_gg ,WE KNOW YOU POGGERS,2021-07-16 15:07:39
modxta23,healthygamer_gg ,I know him EZ Clap,2021-07-16 15:07:39
superdarkvoiid,healthygamer_gg ,degen for the win,2021-07-16 15:07:39
kingkrishlive,healthygamer_gg ,KEKW,2021-07-16 15:07:40
autumn_bird_,healthygamer_gg ,we know YEP,2021-07-16 15:07:41
chaosremains,healthygamer_gg ,we do? Pog,2021-07-16 15:07:41
flappie6,healthygamer_gg ,Pog CHAD,2021-07-16 15:07:42
gecklord,healthygamer_gg ,YEP good human,2021-07-16 15:07:42
jaytea111,healthygamer_gg ,someone who does things wrong because theyre tired of doing things in the dark and they refuse help,2021-07-16 15:07:42
azrl3l,healthygamer_gg ,we do?,2021-07-16 15:07:43
fahd_khan,healthygamer_gg ,EZ Clap,2021-07-16 15:07:43
plaguerist,healthygamer_gg :We know ,),2021-07-16 15:07:44
moderatedman,healthygamer_gg ,GAMER CHAD EZ,2021-07-16 15:07:44
general_pickleton,healthygamer_gg ,EZ Clap,2021-07-16 15:07:44
kwesiquest,healthygamer_gg ,5Head chat,2021-07-16 15:07:45
untilearsbleed,healthygamer_gg ,he doesnt know PepeLaugh,2021-07-16 15:07:45
ja2412,healthygamer_gg ,@garfield_iv A+ streamer material right there,2021-07-16 15:07:46
seductive_nerd,healthygamer_gg ,who PepoG,2021-07-16 15:07:46
tommguy,healthygamer_gg ,ACTUALLY TRUE Pog,2021-07-16 15:07:46
error_40420,healthygamer_gg ,EZ,2021-07-16 15:07:46
norbiej,healthygamer_gg ,one of us chad EZ Clap,2021-07-16 15:07:47
otimobita,healthygamer_gg ,we do?,2021-07-16 15:07:47
distilledhoney,healthygamer_gg ,gamer chad Pog,2021-07-16 15:07:48
synora_,healthygamer_gg ,GAMER CHAD,2021-07-16 15:07:48
maulds,healthygamer_gg ,@goqu_888 slap deez,2021-07-16 15:07:48
radare3,healthygamer_gg ,EZ,2021-07-16 15:07:49
liljaqt4,healthygamer_gg ,We know <3,2021-07-16 15:07:49
loern,healthygamer_gg ,CHAD EZ,2021-07-16 15:07:49
cuspeli,healthygamer_gg ,el no sabe PepeLaugh,2021-07-16 15:07:50
lmdoubleg,healthygamer_gg ,i know you monkaW,2021-07-16 15:07:51
pogchamp_is_whack30303030,healthygamer_gg ,"you can watch this back and be proud, brother.",2021-07-16 15:07:51
cubematz,healthygamer_gg ,Absolut Chad,2021-07-16 15:07:51
kevasters,healthygamer_gg ,idk but i feel similar,2021-07-16 15:07:51
aero_n_zero,healthygamer_gg ,chad for sure EZ Clap,2021-07-16 15:07:51
quinndt,healthygamer_gg ,Pog  we do?,2021-07-16 15:07:53
haveyoutriedducktape,healthygamer_gg ,"@konkerinjo There isn't one pile that fixes every problem for everyone. Would be nice, but I depend on so so many factors.",2021-07-16 15:07:54
jeikeirei,healthygamer_gg ,EZ Clap REAL CHAD,2021-07-16 15:07:54
yogifromkekistan,healthygamer_gg ,we know the real you triSMILERS,2021-07-16 15:07:54
the_sweatiest_gamer,healthygamer_gg ,FeelsStrongMan,2021-07-16 15:07:54
creepyweeper,healthygamer_gg ,"I think he would do wonderfully in therapy, given his intelligence and awareness levels",2021-07-16 15:07:55
watashinokisetsu,healthygamer_gg ,<3,2021-07-16 15:07:56
brunix126,healthygamer_gg ,GIGACHAD EZ 1,2021-07-16 15:07:57
burstlance,healthygamer_gg ,EZ Chad,2021-07-16 15:07:58
kry_before_sleep,healthygamer_gg ,EZ Clap,2021-07-16 15:07:58
zenith_,healthygamer_gg ,EZ Clap,2021-07-16 15:07:58
yeeeyang,healthygamer_gg ,Milk drinker,2021-07-16 15:07:58
konkydawng,healthygamer_gg ,TRUEING,2021-07-16 15:07:58
modxta23,healthygamer_gg ,HE IS ONE OF US EZ Clap,2021-07-16 15:07:59
loern,healthygamer_gg ,monkaStare,2021-07-16 15:07:59
bootyspoon,healthygamer_gg ,PepoG,2021-07-16 15:07:59
lackenspaceaim,healthygamer_gg ,just be gamerchad,2021-07-16 15:08:00
klitkommanda,healthygamer_gg ,Dom the mega Cherd EZ Clap,2021-07-16 15:08:01
buttbag__,healthygamer_gg ,<3 <3 <3 <3 <3 <# <#,2021-07-16 15:08:02
kwesiquest,healthygamer_gg ,based twitch chat EZ,2021-07-16 15:08:06
ieatcray0ns,healthygamer_gg ,half and full chad =],2021-07-16 15:08:07] :ieatcray0ns!ieatcray0ns@ieatcray0ns.tmi.twitch.tv PRIVMSG #healthygamer_gg :half and full chad =
aguyonurbudilist,healthygamer_gg :!q I'm curious about a discussion re, the evolution of somatic emotion and how we may experience unique and nuanced physical sensations we might describe as emotion that grow more complex and different as we grow older,2021-07-16 15:08:07
zhaulted,healthygamer_gg ,SMOrc,2021-07-16 15:08:08
quadrasaurus,healthygamer_gg ,Garona Pog,2021-07-16 15:08:09
marrrk,healthygamer_gg ,"I love the viewer interviews, they're always the best ones",2021-07-16 15:08:09
tray_56,healthygamer_gg ,Just stay who you are man Pog,2021-07-16 15:08:10
rickyc06,healthygamer_gg ,He could EASILY kill it as a streamer,2021-07-16 15:08:11
daavixd,healthygamer_gg ,SMOrc,2021-07-16 15:08:12
lmdoubleg,healthygamer_gg ,Gigachad,2021-07-16 15:08:14
error_40420,healthygamer_gg ,Pog,2021-07-16 15:08:14
kysono,healthygamer_gg ,I know so many gamer chads,2021-07-16 15:08:14
replaykay,healthygamer_gg ,NODDERS that'd be pretty fuckin cool,2021-07-16 15:08:16
sparkspencerpvp,healthygamer_gg ,!guide,2021-07-16 15:08:18
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 15:08:18
bootyspoon,healthygamer_gg ,FeelsGoodMan,2021-07-16 15:08:19
rifftraxsupporter,healthygamer_gg ,@marrrk I 100% agree,2021-07-16 15:08:22
cuspeli,healthygamer_gg ,AYAYA Chad,2021-07-16 15:08:22
the_sweatiest_gamer,healthygamer_gg ,FeelsStrongMan Clap,2021-07-16 15:08:22
rahulthepilgrim,healthygamer_gg ,SMOrc join us,2021-07-16 15:08:25
jackjoejacket,healthygamer_gg ,Yah!!!,2021-07-16 15:08:29
pogchamp_is_whack30303030,healthygamer_gg ,SMOrc COME WIV ME,2021-07-16 15:08:29
luizo094,healthygamer_gg ,aot Pog,2021-07-16 15:08:31
wisdomiwnl,healthygamer_gg ,sounds like a great life tbh,2021-07-16 15:08:34
streetcryptography,healthygamer_gg ,everybody loves ghibli,2021-07-16 15:08:34
n3ptun,healthygamer_gg ,sounds like good ending Pog,2021-07-16 15:08:38
bestatnothing,healthygamer_gg ,Pog best of both worlds,2021-07-16 15:08:42
radare3,healthygamer_gg ,e,2021-07-16 15:08:43
jackjoejacket,healthygamer_gg ,Be multitudes bruh,2021-07-16 15:08:44
fogwarrior,healthygamer_gg ,"step by step, dont overthink",2021-07-16 15:08:47
heish020,healthygamer_gg ,you are enough,2021-07-16 15:08:49
mahiel3,healthygamer_gg ,but how?,2021-07-16 15:08:51
sparkspencerpvp,healthygamer_gg ,i needed this,2021-07-16 15:08:51
luke5342,healthygamer_gg ,!guide,2021-07-16 15:08:54
streamelements,"healthygamer_gg :Pre-order Dr. K's Guide to Mental Health! 3 in-depth guides to navigating Anxiety, Depression, and Meditation. Pre-order now: https",//bit.ly/3bqNMfr,2021-07-16 15:08:55
jaytea111,healthygamer_gg ,kodak black tunnel vision,2021-07-16 15:08:59
kysono,healthygamer_gg ,just be you <3,2021-07-16 15:08:59
kaninoki,healthygamer_gg ,slap funky bass is DIVINE gasmm,2021-07-16 15:09:02
creepyweeper,healthygamer_gg ,it's the journey that matters <3,2021-07-16 15:09:03
modxta23,healthygamer_gg ,and what do I learn from this stream chat?,2021-07-16 15:09:03
zincqk,healthygamer_gg ,funny enough his inspiration thundercat is anime loving bass player,2021-07-16 15:09:08
bootyspoon,healthygamer_gg ,@BestAtNothing Hannah montana migos gang,2021-07-16 15:09:15
newdream_09,healthygamer_gg ,berserk type vibes,2021-07-16 15:09:19
isunless,healthygamer_gg :acceptance ,),2021-07-16 15:09:19
fogwarrior,healthygamer_gg ,meditation maybe,2021-07-16 15:09:25
lmdoubleg,healthygamer_gg ,PepoG Work the you of today,2021-07-16 15:09:25
rifftraxsupporter,healthygamer_gg ,"Self acceptance, and self growth",2021-07-16 15:09:30
tmi,NA,tmi.twitch.tv,2021-07-16 15:09:37
lukassasf,healthygamer_gg ,Its ok to game until 3am,2021-07-16 15:09:37
kwesiquest,healthygamer_gg ,dad FeelsStrongMan,2021-07-16 15:09:50
pogchamp_is_whack30303030,healthygamer_gg ,get your dad to watch this vid,2021-07-16 15:09:55
modxta23,healthygamer_gg ,@lukassasf ok im gonna play some bullet chess,2021-07-16 15:09:58
bootyspoon,healthygamer_gg ,@kwesiquest oof,2021-07-16 15:09:59
isunless,healthygamer_gg ,just stop EZ,2021-07-16 15:10:01
youngsachi,healthygamer_gg ,4Head,2021-07-16 15:10:01
natkl,healthygamer_gg ,4Head,2021-07-16 15:10:02
stigjo,healthygamer_gg ,4Head,2021-07-16 15:10:03
canef13,healthygamer_gg ,4Head,2021-07-16 15:10:03
buy__bitcoin,healthygamer_gg ,just stop 4Head,2021-07-16 15:10:03
n3ptun,healthygamer_gg ,4Head,2021-07-16 15:10:05
rexhappy,healthygamer_gg ,just,2021-07-16 15:10:05
autumn_bird_,healthygamer_gg ,4Head,2021-07-16 15:10:05
funguy_96,healthygamer_gg ,4Head,2021-07-16 15:10:05
killermonk_ow,healthygamer_gg ,4Head LAWL DUDE,2021-07-16 15:10:06
untilearsbleed,healthygamer_gg ,4Head,2021-07-16 15:10:06
general_pickleton,healthygamer_gg ,4Head,2021-07-16 15:10:07
louii__,healthygamer_gg ,4Head just,2021-07-16 15:10:07
fulgorio_,healthygamer_gg ,4Head,2021-07-16 15:10:07
superdarkvoiid,healthygamer_gg ,4Head,2021-07-16 15:10:07
kwesiquest,healthygamer_gg ,4Head,2021-07-16 15:10:08
georgikaradzhov,healthygamer_gg ,4Head,2021-07-16 15:10:08
peaskeeper_,healthygamer_gg ,4Head,2021-07-16 15:10:09
kry_before_sleep,healthygamer_gg ,4Head,2021-07-16 15:10:09
modxta23,healthygamer_gg ,4Head,2021-07-16 15:10:09
krispkrackers,healthygamer_gg ,4Head,2021-07-16 15:10:09
rifftraxsupporter,healthygamer_gg ,Haha,2021-07-16 15:10:09
samanuelcz,healthygamer_gg ,4Head,2021-07-16 15:10:10
itschx,healthygamer_gg ,4Head,2021-07-16 15:10:10
the_sweatiest_gamer,healthygamer_gg ,4Head,2021-07-16 15:10:11
jorj42069,healthygamer_gg ,Sadge,2021-07-16 15:10:12
redragonlol,healthygamer_gg ,4Head,2021-07-16 15:10:12
hizao91,healthygamer_gg ,4Head,2021-07-16 15:10:12
pogchamp_is_whack30303030,healthygamer_gg ,4Head,2021-07-16 15:10:13
zeromugen,healthygamer_gg ,JUST 4Head 4Head,2021-07-16 15:10:13
teddybunz_,healthygamer_gg ,just pause it 4Head,2021-07-16 15:10:14
canef13,healthygamer_gg ,just close your eyes wtf 4Head,2021-07-16 15:10:14
lmdoubleg,healthygamer_gg ,4Head just dont play games,2021-07-16 15:10:15
distilledhoney,healthygamer_gg ,4Head,2021-07-16 15:10:15
jaytea111,healthygamer_gg ,i feel furried.,2021-07-16 15:10:16
kwesiquest,healthygamer_gg ,just 4Head,2021-07-16 15:10:18
yuniti,healthygamer_gg ,just pause that online match 4Head,2021-07-16 15:10:20
pogchamp_is_whack30303030,healthygamer_gg ,Just kill the nexus Kappa,2021-07-16 15:10:25
akaleh___,healthygamer_gg ,4Head,2021-07-16 15:10:27
modxta23,healthygamer_gg ,DAD DOESNT STUGGLE FeelsOkayMan,2021-07-16 15:10:31
n3ptun,healthygamer_gg :i do ,),2021-07-16 15:10:38
rifftraxsupporter,healthygamer_gg ,<3,2021-07-16 15:10:49
alastorkunn,healthygamer_gg ,hasMods,2021-07-16 15:10:50
